Study,Trait_reported,Lead_variant,Molecular_trait,Gene_symbol,Tissue,Source,H3,H4,log2(H4/H3),Title,Author,Has_sumstats,numAssocLoci,nInitial cohort,study_nReplication,study_nCases,Publication_date,Journal,Pubmed_id,max_H4,min_H4
GCST004132,Crohn's disease,19_10381598_C_T,TYK2,ENSG00000105397,Spleen,GTEx-sQTL,0.39,0.43,0.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.08
GCST004132,Crohn's disease,20_63697746_G_A,STMN3,ENSG00000197457,Neutrophil,CEDAR,0.47,0.53,0.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.01
GCST004133,Ulcerative colitis,17_39783586_C_T,GSDMB,ENSG00000073605,Artery aorta,GTEx-sQTL,0.47,0.53,0.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004133,Ulcerative colitis,17_39783586_C_T,GSDMB,ENSG00000073605,Small intestine terminal ileum,GTEx-sQTL,0.47,0.53,0.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,19_10381598_C_T,TYK2,ENSG00000105397,Artery aorta,GTEx-sQTL,0.2,0.22,0.16,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.08
GCST003043,Inflammatory bowel disease [EA],16_10951862_A_G,DEXI,ENSG00000182108,breast,GTEx-eQTL,0.39,0.44,0.16,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0.16
GCST004133,Ulcerative colitis,17_39783586_C_T,GSDMB,ENSG00000073605,Prostate,GTEx-sQTL,0.47,0.53,0.16,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004133,Ulcerative colitis,17_39783586_C_T,GSDMB,ENSG00000073605,Brain frontal cortex ba9,GTEx-sQTL,0.16,0.18,0.16,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,12_6383934_G_T,LTBR,ENSG00000111321,Ovary,GTEx-sQTL,0.39,0.44,0.16,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.07
GCST004132,Crohn's disease,19_10359299_A_C,TYK2,ENSG00000105397,Monocyte,Fairfax_2014,0.39,0.43,0.15,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.08
GCST004132,Crohn's disease,9_114785492_T_C,TNFSF15,ENSG00000181634,Macrophage,Nedelec_2016,0.45,0.5,0.15,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.03
GCST003043,Inflammatory bowel disease [EA],17_27516617_G_A,KSR1,ENSG00000141068,Thyroid,GTEx-sQTL,0.19,0.21,0.14,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0.11
GCST004133,Ulcerative colitis,17_39783586_C_T,GSDMB,ENSG00000073605,Stomach,GTEx-sQTL,0.48,0.52,0.14,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,5_132397705_G_C,SLC22A5,ENSG00000197375,pancreas,GTEx-eQTL,0.48,0.52,0.13,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST90038683,Inflammatory bowel disease,9_5037234_T_C,JAK2,ENSG00000096968,iPSC,HipSci,0.48,0.52,0.13,Common genetic associations between age-related diseases.,Donertas HM,TRUE,19,484598,NA,4101,2021-04-08,Nat Aging,PMID:33959723,1,0.04
GCST004131,Inflammatory bowel disease,1_2534986_T_G,TNFRSF14,ENSG00000157873,Lung,GTEx-sQTL,0.46,0.5,0.13,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.09
GCST003043,Inflammatory bowel disease [EA],17_27516617_G_A,KSR1,ENSG00000141068,Esophagus gastroesophageal junction,GTEx-sQTL,0.23,0.25,0.12,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0.11
GCST003044,Crohn's disease [EA],9_114930893_A_G,TNFSF15,ENSG00000181634,stomach,GTEx-eQTL,0.38,0.41,0.12,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,1,0.03
GCST004132,Crohn's disease,16_10871740_T_C,DEXI,ENSG00000182108,B cell,CEDAR,0.32,0.34,0.11,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.16
GCST003045,Ulcerative colitis [EA],17_39867492_A_G,GSDMB,ENSG00000073605,Ovary,GTEx-sQTL,0.48,0.52,0.11,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,110,27432,45215,6968,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST004132,Crohn's disease,20_63697746_G_A,STMN3,ENSG00000197457,Monocyte,Quach_2016,0.18,0.2,0.09,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.01
GCST004132,Crohn's disease,20_63697746_G_A,STMN3,ENSG00000197457,artery (tibial),GTEx-eQTL,0.35,0.37,0.09,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.01
GCST004131,Inflammatory bowel disease,1_2534986_T_G,TNFRSF14,ENSG00000157873,pancreas,GTEx-eQTL,0.49,0.51,0.07,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.09
GCST004132,Crohn's disease,20_63697746_G_A,STMN3,ENSG00000197457,Monocyte Influenza 6h,Quach_2016,0.22,0.23,0.06,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.01
GCST004131,Inflammatory bowel disease,1_2534986_T_G,TNFRSF14,ENSG00000157873,fibroblast,GTEx-eQTL,0.49,0.5,0.05,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.09
GCST004133,Ulcerative colitis,17_39783586_C_T,GSDMB,ENSG00000073605,Spleen,GTEx-sQTL,0.49,0.51,0.05,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,19_10359299_A_C,TYK2,ENSG00000105397,Monocyte,Fairfax_2014,0.4,0.41,0.04,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.08
GCST004132,Crohn's disease,1_197646000_A_G,DENND1B,ENSG00000213047,CD4+ T cell,CEDAR,0.31,0.32,0.04,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.27
GCST004131,Inflammatory bowel disease,5_132397705_G_C,SLC22A5,ENSG00000197375,adipose,FUSION,0.48,0.49,0.02,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,5_132397705_G_C,SLC22A5,ENSG00000197375,sigmoid colon,GTEx-eQTL,0.5,0.5,0.01,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,5_132397705_G_C,P4HA2,ENSG00000072682,fibroblast,GTEx-eQTL,0.5,0.5,-0.01,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,lung,GTEx-eQTL,0.5,0.5,-0.02,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004132,Crohn's disease,5_132435113_C_T,P4HA2,ENSG00000072682,Colon sigmoid,GTEx-sQTL,0.5,0.5,-0.02,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004133,Ulcerative colitis,7_128933913_G_A,IRF5,ENSG00000128604,B cell,CEDAR,0.5,0.49,-0.04,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0.06
GCST004131,Inflammatory bowel disease,1_155199058_C_T,THBS3,ENSG00000169231,Breast mammary tissue,GTEx-sQTL,0.12,0.12,-0.07,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST003045,Ulcerative colitis [EA],17_39867492_A_G,GSDMB,ENSG00000073605,Spleen,GTEx-sQTL,0.51,0.49,-0.07,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,110,27432,45215,6968,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST004133,Ulcerative colitis,17_39783586_C_T,GSDMB,ENSG00000073605,Adipose visceral omentum,GTEx-sQTL,0.52,0.48,-0.09,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,17_39887396_C_T,GSDMB,ENSG00000073605,Esophagus mucosa,GTEx-sQTL,0.52,0.48,-0.09,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,1_155199058_C_T,THBS3,ENSG00000169231,heart (left ventricle),GTEx-eQTL,0.08,0.08,-0.1,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004132,Crohn's disease,17_39879117_G_T,GSDMB,ENSG00000073605,Brain cerebellum,GTEx-sQTL,0.52,0.48,-0.1,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,5_132435113_C_T,SLC22A5,ENSG00000197375,fibroblast,GENCORD,0.45,0.41,-0.11,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,5_132435113_C_T,P4HA2,ENSG00000072682,Adipose subcutaneous,GTEx-sQTL,0.52,0.48,-0.11,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST90038683,Inflammatory bowel disease,9_5037234_T_C,JAK2,ENSG00000096968,Brain spinal cord cervical c-1,GTEx-sQTL,0.21,0.19,-0.12,Common genetic associations between age-related diseases.,Donertas HM,TRUE,19,484598,NA,4101,2021-04-08,Nat Aging,PMID:33959723,1,0.04
GCST004132,Crohn's disease,21_33404389_A_G,IFNGR2,ENSG00000159128,Brain frontal cortex ba9,GTEx-sQTL,0.19,0.17,-0.14,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.15
GCST004133,Ulcerative colitis,22_39266475_T_C,PDGFB,ENSG00000100311,Treg,Schmiedel_2018,0.14,0.13,-0.15,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0.11
GCST004132,Crohn's disease,19_10381598_C_T,TYK2,ENSG00000105397,blood,TwinsUK,0.35,0.31,-0.16,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.08
GCST004131,Inflammatory bowel disease,22_39263768_C_T,PDGFB,ENSG00000100311,Brain anterior cingulate cortex ba24,GTEx-sQTL,0.34,0.3,-0.17,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.11
GCST004132,Crohn's disease,2_102449062_A_AG,IL18RAP,ENSG00000115607,Th17 cell,Schmiedel_2018,0.44,0.39,-0.18,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,Esophagus gastroesophageal junction,GTEx-sQTL,0.09,0.08,-0.18,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,brain (substantia nigra),GTEx-eQTL,0.18,0.15,-0.2,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004131,Inflammatory bowel disease,2_102315090_G_T,IL18RAP,ENSG00000115607,Th17 cell,Schmiedel_2018,0.44,0.38,-0.22,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,12_6383934_G_T,LTBR,ENSG00000111321,Vagina,GTEx-sQTL,0.26,0.22,-0.22,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.07
GCST004131,Inflammatory bowel disease,22_39305698_G_A,PDGFB,ENSG00000100311,Nerve tibial,GTEx-sQTL,0.36,0.31,-0.24,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.11
GCST004131,Inflammatory bowel disease,1_1280044_T_C,INTS11,ENSG00000127054,Pancreas,GTEx-sQTL,0.37,0.31,-0.25,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004133,Ulcerative colitis,17_39783586_C_T,GSDMB,ENSG00000073605,Esophagus mucosa,GTEx-sQTL,0.54,0.45,-0.26,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,1_1280044_T_C,INTS11,ENSG00000127054,Skin sun exposed lower leg,GTEx-sQTL,0.41,0.35,-0.26,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,12_6383934_G_T,LTBR,ENSG00000111321,Brain substantia nigra,GTEx-sQTL,0.17,0.15,-0.26,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.07
GCST004133,Ulcerative colitis,17_39783586_C_T,GSDMB,ENSG00000073605,Spleen,GTEx-sQTL,0.55,0.45,-0.27,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,17_39887396_C_T,GSDMB,ENSG00000073605,Small intestine terminal ileum,GTEx-sQTL,0.55,0.45,-0.27,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,1_1280044_T_C,INTS11,ENSG00000127054,Adipose subcutaneous,GTEx-sQTL,0.16,0.13,-0.27,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,20_63697746_G_A,STMN3,ENSG00000197457,brain (putamen),Braineac2,0.55,0.45,-0.28,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.01
GCST004131,Inflammatory bowel disease,5_132397705_G_C,P4HA2,ENSG00000072682,Colon sigmoid,GTEx-sQTL,0.55,0.45,-0.28,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,5_132397705_G_C,SLC22A5,ENSG00000197375,tibial nerve,GTEx-eQTL,0.55,0.45,-0.29,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,1_1280044_T_C,INTS11,ENSG00000127054,LCL,GEUVADIS,0.54,0.44,-0.29,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,21_33404389_A_G,IFNGR2,ENSG00000159128,Brain frontal cortex ba9,GTEx-sQTL,0.19,0.15,-0.31,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.15
GCST004131,Inflammatory bowel disease,17_39887396_C_T,GSDMB,ENSG00000073605,Whole blood,GTEx-sQTL,0.56,0.44,-0.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,19_10385945_C_T,TYK2,ENSG00000105397,CD4+ T cell,CEDAR,0.44,0.34,-0.37,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.08
GCST004131,Inflammatory bowel disease,1_2534986_T_G,TNFRSF14,ENSG00000157873,Colon sigmoid,GTEx-sQTL,0.56,0.44,-0.37,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.09
GCST003043,Inflammatory bowel disease [EA],5_132288693_C_T,SLC22A5,ENSG00000197375,LCL,TwinsUK,0.07,0.06,-0.38,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST004133,Ulcerative colitis,17_39783586_C_T,GSDMB,ENSG00000073605,Thyroid,GTEx-sQTL,0.57,0.43,-0.4,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST003043,Inflammatory bowel disease [EA],9_114827333_C_T,TNFSF15,ENSG00000181634,stomach,GTEx-eQTL,0.43,0.32,-0.41,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0.03
GCST003044,Crohn's disease [EA],12_6383934_G_T,LTBR,ENSG00000111321,Ovary,GTEx-sQTL,0.45,0.34,-0.42,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,1,0.07
GCST003044,Crohn's disease [EA],5_132396764_T_G,SLC22A5,ENSG00000197375,Testis,GTEx-sQTL,0.41,0.3,-0.43,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST004132,Crohn's disease,5_132435113_C_T,P4HA2,ENSG00000072682,Artery tibial,GTEx-sQTL,0.57,0.42,-0.43,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004132,Crohn's disease,17_39879117_G_T,GSDMB,ENSG00000073605,Small intestine terminal ileum,GTEx-sQTL,0.57,0.43,-0.43,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST90038683,Inflammatory bowel disease,9_5037234_T_C,JAK2,ENSG00000096968,blood,Lepik_2017,0.55,0.41,-0.44,Common genetic associations between age-related diseases.,Donertas HM,TRUE,19,484598,NA,4101,2021-04-08,Nat Aging,PMID:33959723,1,0.04
GCST004133,Ulcerative colitis,22_39266475_T_C,PDGFB,ENSG00000100311,Brain anterior cingulate cortex ba24,GTEx-sQTL,0.36,0.26,-0.44,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0.11
GCST003043,Inflammatory bowel disease [EA],5_132288693_C_T,SLC22A5,ENSG00000197375,Pancreas,GTEx-sQTL,0.4,0.29,-0.46,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST001729,Crohn's disease,5_132448701_G_T,SLC22A5,ENSG00000197375,tibial nerve,GTEx-eQTL,0.58,0.42,-0.46,Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.,Jostins L,FALSE,29,34366,42698,12924,2012-11-01,Nature,PMID:23128233,1,0
GCST004132,Crohn's disease,1_155349877_C_T,THBS3,ENSG00000169231,B cell,Fairfax_2012,0.37,0.27,-0.48,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST004131,Inflammatory bowel disease,10_92669710_C_T,HHEX,ENSG00000152804,Neutrophil,CEDAR,0.43,0.3,-0.49,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.3
GCST004131,Inflammatory bowel disease,1_1280044_T_C,INTS11,ENSG00000127054,Pituitary,GTEx-sQTL,0.15,0.1,-0.53,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,1_155199058_C_T,THBS3,ENSG00000169231,Cells ebv-transformed lymphocytes,GTEx-sQTL,0.12,0.08,-0.54,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0.04
GCST003043,Inflammatory bowel disease [EA],5_132288693_C_T,SLC22A5,ENSG00000197375,Heart left ventricle,GTEx-sQTL,0.56,0.37,-0.57,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,1,0
GCST004131,Inflammatory bowel disease,5_132397705_G_C,SLC22A5,ENSG00000197375,Tfh cell,Schmiedel_2018,0.6,0.4,-0.58,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004131,Inflammatory bowel disease,5_132397705_G_C,P4HA2,ENSG00000072682,Brain hypothalamus,GTEx-sQTL,0.56,0.37,-0.6,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,1,0
GCST004133,Ulcerative colitis,7_128933913_G_A,IRF5,ENSG00000128604,B cell,Fairfax_2012,0.61,0.39,-0.63,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,66,45975,NA,12366,2017-01-09,Nat Genet,PMID:28067908,1,0.06
